12.6972646,47.5852728
12.7574069,47.276958
12.2335576,47.444833
12.0835275,47.5019449
13.5724929,47.9029845
13.15647,47.5834682
14.271488,48.4644362
9.8904461,47.37778
14.2401497,48.3612904
13.5660862,48.2664946
10.6708504,47.5515336
13.7359067,48.5017408
13.50355,48.5807611
12.4129367,47.6617346
12.0289472,47.4832541
12.0659231,47.5063898
13.090549,47.721845
12.2145217,47.6334047
12.799741,47.3594879
11.1638056,47.284585
10.7237577,47.4824519
12.0736093,47.4902615
12.058765,47.4826982
12.0568017,47.4816632
11.1986833,47.327992
12.0669701,47.5179979
13.4514816,47.3868717
11.2389207,47.2741232
9.5760335,47.2216435
9.6577046,47.3658287
11.234203,47.2676048
11.2644568,47.2618799
11.1895331,47.3254322
12.1564549,47.5665172
13.3026604,47.3364557
14.1538874,48.3479399
10.8896749,47.2051512
13.0694165,47.81305
10.9397211,47.2690698
14.2776463,48.2909363
13.2366152,47.9580513
13.2347091,47.9567186
12.4045535,47.6472391
13.0428037,47.8108735
13.0694891,47.7494396
12.8616539,48.0119321
12.8294386,48.0493709
12.8352988,48.0619306
12.8269945,48.0787219
10.7303481,47.4798283
9.6150358,47.2677821
14.2287807,48.3117191
14.2412251,48.3124648
9.7922573,47.2152142
13.0591239,47.8595913
11.4479892,47.1400529
11.4463579,47.1406323
11.4006736,47.2770544
11.3690127,47.2648793
11.3721341,47.2585822
13.0682748,47.7378301
11.3999414,47.1847544
11.3975575,47.1962022
11.5058709,47.0144427
13.3277295,48.3193468
12.8252824,47.2318018
13.2012671,47.956069
12.8769329,48.1303442
12.1515976,47.4531474
9.752019,47.5346925
11.3111409,47.2381074
10.9676278,47.0786024
11.0110571,46.9756018
11.0077532,46.9630693
10.910293,47.1763172
14.0516668,48.5754764
11.3093997,47.111506
11.7004363,47.352743
12.1554402,47.5660388
12.4371787,47.5328554
10.5627804,47.3866909
14.0761993,48.2880019
14.014996,48.2999275
13.8855139,48.6206759
13.5378627,48.041419
13.0765583,47.8390611
11.9899621,47.4670397
13.0653941,47.7326272
9.7381816,47.5353864
9.7328482,47.4985349
12.8004516,47.3506212
12.8448817,47.4309898
12.8427008,47.4288523
12.1883821,47.4993658
13.1636776,47.8783925
9.6173711,47.2244954
