country,date,diesel,diff_diesel,diff_e5,e5,index
Austria,2022-05-02,1.859,0.2160000000000002,0.3270000000000002,1.732,0
Austria,2022-05-09,1.875,0.20000000000000018,0.3380000000000001,1.755,0
Austria,2022-05-16,1.858,0.18100000000000005,0.35699999999999976,1.774,0
Austria,2022-05-23,1.839,0.17099999999999982,0.34599999999999986,1.808,0
Austria,2022-05-30,1.826,0.21099999999999985,0.367,1.826,0
Austria,2022-06-06,1.923,0.05699999999999994,0.01100000000000012,1.988,0
Austria,2022-06-13,2.023,0.017999999999999794,-0.040999999999999925,2.048,0
Austria,2022-06-20,2.069,-0.008000000000000007,-0.11499999999999999,2.089,0
Austria,2022-06-27,2.079,-0.03100000000000014,-0.17299999999999982,2.102,0
Austria,2022-07-04,2.072,-0.07200000000000006,-0.18599999999999994,2.086,0
Austria,2022-07-11,2.092,-0.127,-0.2160000000000002,2.1,0
Austria,2022-07-18,2.036,-0.05899999999999994,-0.17599999999999993,2.04,0
Austria,2022-07-25,2.01,-0.07099999999999973,-0.17900000000000005,1.996,0
Austria,2022-08-01,1.976,-0.03299999999999992,-0.1499999999999999,1.964,0
Austria,2022-08-08,1.866,0.039999999999999813,-0.10000000000000009,1.86,0
Austria,2022-08-15,1.77,0.15399999999999991,0.006000000000000005,1.761,0
Austria,2022-08-22,1.799,0.17600000000000016,0.027000000000000135,1.765,0
Austria,2022-08-29,1.865,0.21199999999999997,0.07800000000000007,1.758,0
Austria,2022-09-05,1.9,0.2589999999999999,0.32400000000000007,1.744,0
Austria,2022-09-12,1.958,0.17699999999999982,0.266,1.751,0
Austria,2022-09-19,1.933,0.10099999999999976,0.28,1.705,0
Austria,2022-09-26,1.917,0.09599999999999986,0.272,1.679,0
Austria,2022-10-03,1.955,0.06099999999999994,0.21700000000000008,1.724,0
Austria,2022-10-10,2.007,0.1339999999999999,0.24499999999999988,1.76,0
Austria,2022-10-17,2.048,0.1080000000000001,0.22599999999999998,1.786,0
Belgium,2021-03-01,1.3959300000000001,-0.09193000000000007,0.1254200000000001,1.36058,1
Belgium,2021-03-08,1.42297,-0.10597000000000012,0.09910999999999981,1.4068900000000002,1
Belgium,2021-03-15,1.4393900000000002,-0.11439000000000021,0.08699999999999997,1.437,1
Belgium,2021-03-22,1.42188,-0.11088000000000009,0.08021999999999996,1.42778,1
Belgium,2021-03-29,1.42105,-0.11304999999999987,0.10082999999999975,1.4121700000000001,1
Belgium,2021-04-12,1.42105,-0.11304999999999987,0.11146999999999996,1.40553,1
Belgium,2021-04-19,1.4219000000000002,-0.11190000000000011,0.11111999999999989,1.4148800000000001,1
Belgium,2021-04-26,1.4199000000000002,-0.10990000000000011,0.10146999999999995,1.42053,1
Belgium,2021-05-03,1.4104,-0.09540000000000015,0.10949999999999993,1.4165,1
Belgium,2021-05-10,1.43665,-0.12165000000000004,0.07884999999999986,1.4471500000000002,1
Belgium,2021-05-17,1.4892699999999999,-0.1602699999999999,0.04269000000000012,1.49531,1
Belgium,2021-05-24,1.4873299999999998,-0.15032999999999985,0.06221999999999994,1.47878,1
Belgium,2021-05-31,1.4481400000000002,-0.10514000000000023,0.10409999999999986,1.4439000000000002,1
