@id	@lat	@lon
21426784	49.2254858	15.8776394
25468982	49.6614848	17.1036771
25598031	49.5828259	17.2446565
25752440	49.6807156	17.2253032
25752444	49.7164232	17.0767537
25752447	49.6902391	17.0754049
27585370	50.1621963	12.2705575
27585373	50.1602387	12.2791055
27585379	50.1716226	12.3146707
28388670	48.8537699	16.5981184
29902481	50.0343610	14.4446316
32288162	49.8216783	14.3861983
32325212	49.6675132	17.3047421
32325836	49.7247537	17.2850409
32666743	49.7439745	13.5812962
32924797	50.1274567	12.3581804
32976941	50.0841062	12.3725111
33381325	50.0859028	12.4034173
33381341	50.2273218	12.7450861
33381345	50.2329413	12.8677549
33381348	50.2544122	12.4067839
33567003	50.1762520	12.6781863
33711400	50.0838918	12.3703908
33711405	50.0466756	12.3501286
33711408	50.1225254	12.3685046
33711414	50.0412422	12.3411659
34087856	49.5803558	17.4610654
39693951	49.7231328	13.3543450
39727355	49.8522624	13.8676802
39826162	50.4581549	13.3882325
40138961	50.0847771	12.4487169
43141125	50.0301569	14.3807179
51214822	49.4197245	12.7194349
57240662	49.6910620	17.0503563
60609942	50.1301262	14.7230009
69263296	49.6032432	17.2224862
69263332	49.6028501	17.2221020
70835150	49.5518397	17.1834358
70835187	49.3059171	17.0312075
70835439	49.2601831	16.9917636
70835467	49.1845606	16.7584492
70835498	49.1626418	16.6608165
70835516	49.1741009	16.6028335
74921027	49.6263408	15.4845513
78342516	49.4470203	17.1147016
82566351	50.2817771	14.4963533
86006377	49.7516732	16.6593465
88085430	49.5567461	17.7281356
95161644	50.0606205	14.5066556
95162826	50.0591432	14.4708636
95162906	50.0603624	14.4701506
95162994	50.0555453	14.4714711
126402132	50.0345147	14.4552613
130236833	50.1200935	14.5029000
130238574	50.1408969	14.5054835
137520854	50.1020741	14.4986407
139864706	49.9732299	14.4644572
141466308	50.0145507	14.4253609
141923790	49.6019063	17.2435845
146301696	48.9244976	16.5473404
157328572	50.4419639	14.3503306
157506717	50.0360795	14.3865645
190887294	49.1573082	16.5045560
206170386	49.7530383	15.0222729
206170387	49.4116747	15.7211036
206170388	49.3778283	15.9459266
206170391	49.3538012	16.0330152
206170392	48.9589317	17.8831964
215989122	50.1126037	14.4790616
236937403	50.0611570	14.4277150
240462234	50.1116067	14.5761464
241777081	50.1497086	14.5874860
244199522	50.6853088	13.8857797
244670631	49.5380562	17.7442917
247638048	49.4371930	12.9118252
247752179	49.1545954	16.5999086
247922964	49.0851947	16.1941599
248543834	49.4358508	12.9440357
248907143	49.3920865	13.0291492
248907269	49.3926974	13.0245791
249506336	49.5654220	15.9195558
249506657	49.5881966	15.9340638
249507257	49.5598731	15.9608738
249507272	49.5487517	15.9561888
249507291	49.5538945	15.9465714
249524317	49.4554735	12.8675781
250122920	48.7463974	16.9261536
250131946	49.1843344	16.7568439
252016204	49.6130349	16.0377652
252016566	49.5586369	16.0744974
252463639	49.7638866	17.1114917
252943873	49.7779702	16.9075520
253076974	51.0242725	14.4561897
253079844	51.0252229	14.4530110
253940553	50.0892736	14.5497278
253964570	49.6282016	15.9269488
254088925	49.5532965	17.2291849
254348927	50.0874738	14.5364245
255110149	50.0772866	14.5387621
255552947	49.5843170	17.2693060
256011231	50.9825058	14.2977486
256608949	50.0757336	14.5481499
256681024	50.0587989	14.4833043
256858083	48.7498225	16.8937326
257605371	48.8444160	14.9319343
259242495	49.3447283	12.8509461
259242496	49.3451869	12.8519788
259242497	49.3412051	12.8511426
259242498	49.3494564	12.8528719
259242499	49.3493471	12.8546126
259793981	50.1493268	14.1821472
260046639	50.4822986	16.0695375
260122957	50.0885564	14.4428141
260413770	50.2304151	12.8402682
260413772	50.2312600	12.8547900
260413773	50.2805379	12.9384882
260413775	50.2443053	12.8991647
260413777	50.2446700	12.8332763
260947356	50.8523016	14.8596877
262382133	49.5850323	17.0896248
262408614	49.5578972	17.7461805
262409566	49.4548914	17.1116929
262409569	49.4698110	17.1184261
262415019	50.2135775	12.8752271
262416071	50.0863272	12.4593907
262416072	50.1228185	12.5298421
262416075	50.1695226	12.6481750
262608995	50.0588210	14.4894154
262628319	49.9521704	15.1584647
263275648	51.0317931	14.4511600
263910611	50.0771615	14.5805737
263910612	50.0765110	14.5796606
264219391	50.5236070	13.2371486
264338697	50.9680835	14.5637666
264771632	50.9492706	14.5813195
265741020	49.1658150	16.6312780
265745269	50.0514397	14.5671777
266228112	50.2050420	12.2090460
266228116	50.1650121	12.3579546
266691876	50.4461285	13.3292719
267466092	49.8108396	12.4671506
267816614	50.1216639	15.0826464
267817532	50.1322988	14.8643587
267870418	49.9643030	14.4538647
267973645	50.1650321	14.1086401
269121020	50.1030143	14.5872726
270508734	50.0799259	14.6290651
271009138	50.9166645	14.6229161
271074301	49.6009502	17.2998580
272483174	48.7805286	16.9031925
272509962	48.8951746	16.8191957
273735894	49.7827466	13.3848023
273735896	49.7812202	13.3705872
273735897	49.7729510	13.3662611
273735898	49.7577928	13.3727813
273735901	49.7751287	13.3604944
273891085	48.8812147	16.0612733
274839694	49.9926538	14.8440362
274988916	49.7976178	14.1955746
275255445	49.7464844	13.3905012
276576616	49.9567846	14.0625009
276576626	49.9559701	14.0629998
276740484	50.4093920	14.2392435
276742445	50.4087032	14.2361805
277065649	49.4095327	14.6864517
277357605	49.3248112	13.6873165
278304693	49.5565734	16.0674462
278588468	50.0728496	12.3612208
280518932	50.3418210	14.8733741
280911638	50.0592839	14.4851496
280980721	49.2785607	16.2272706
281074695	50.3439570	14.8716492
281522694	49.5270628	14.8043292
281587915	49.6089141	14.9085006
281652538	49.5731160	14.6592430
281875785	48.7556717	16.8513765
281943222	50.0806804	14.5383892
282749467	50.1303112	14.5121409
283045883	50.1035820	14.5169042
283078840	50.9138730	14.5665193
283601485	49.0668332	13.7819616
283615910	49.2572674	13.9139542
285367633	50.1348207	14.4521157
286815137	49.7464003	16.1541797
