@id	@lat	@lon
25914895	55.7484462	12.5576402
25953140	55.7539685	12.5725592
26212061	55.6470137	12.5413928
26317208	55.7025319	12.5494794
26317210	55.6998336	12.5539293
26319729	55.7632160	12.5993072
26506979	55.7262761	12.5263672
26577783	55.7406823	12.5232815
26577812	55.7376896	12.5406037
26656717	55.9811447	12.0199214
27039546	55.6602374	12.2842076
27132331	54.9973921	12.1583655
27329014	55.6971586	12.5382153
27351351	55.8413985	12.0662284
28136143	54.7765083	11.5153197
28845417	54.7761915	11.5131204
29813309	54.7820627	11.8667184
30374139	55.5037069	8.4029529
30374140	55.4714525	8.4661188
30911390	55.8338380	12.2746345
31082418	55.6382884	12.6389326
31233565	54.7610689	11.1872953
31240116	55.5597467	12.2307849
31354399	55.4981001	8.4073313
31389973	55.5145832	9.4016204
33694221	56.2071453	10.2355382
45436496	55.4784917	8.4925014
57769063	55.4639075	8.4582374
60402353	54.7983395	11.6379738
61816726	54.7977618	11.6385454
71140124	55.3577194	10.3892677
71739112	56.6298612	9.8168927
85735560	55.7789511	12.1739882
94074287	55.4389492	11.7926495
95352926	55.8494020	11.5742636
108137628	55.3098364	12.0496243
110921330	55.4802815	12.1863973
111478269	55.6690904	12.4368741
111558066	54.8324244	11.1629154
112090365	55.8447996	12.0743596
115304922	55.6544666	12.4051932
115953479	55.4102602	10.3396933
119286594	56.2117918	10.2808631
119755404	54.9121753	9.5883777
122148187	55.4095462	10.3332479
122759188	55.4483240	11.9592068
124253148	55.0457559	9.4206557
126579932	55.6540601	12.4877456
135392743	54.6707291	11.7308852
218129517	55.3658372	10.3441772
224586017	55.0585240	8.9557562
242936243	57.4486213	10.5284699
243638663	55.4667190	12.1109821
245470615	56.9726642	9.8516028
245550748	56.1536887	10.1802687
247135579	55.8411656	12.4404025
247135581	56.1324816	10.1679649
247135582	56.1039333	10.2063565
247135583	55.5695669	9.7282971
247135585	55.4799973	8.4676486
247135587	55.0496936	9.4039570
247135588	57.0105823	9.8874609
247135593	56.1790408	10.2003688
247135595	55.8556406	9.8510196
247135596	56.1383655	9.1455204
247135597	56.3765104	8.6137897
247135598	55.8730322	9.8274482
247135600	55.6583772	12.5573208
247135601	55.6647576	11.1177906
247135603	55.5985700	12.3487900
247135607	57.4479800	9.9960300
247135608	55.7057796	11.7152576
247135609	56.0279300	12.5925300
247135610	55.9323892	12.2873585
247135612	55.5050365	9.4582707
247135614	54.7757076	11.4870462
247135616	55.6468832	12.5044128
247135617	55.4823006	12.1859244
247135621	55.7396966	12.4860785
247135622	55.7050600	12.5257000
247135623	55.6598370	12.4956831
247135628	56.1867729	9.5502330
247135629	56.5533651	9.0240669
247135630	55.3974300	11.3412223
247135634	55.4289992	11.7897419
247135636	55.3672785	10.3732139
247135637	55.3722231	10.3956722
247135638	55.4066020	10.3862853
247135642	54.7811200	11.8671500
247135654	55.0141871	11.8992686
247135656	55.0671495	10.5864201
248967104	54.8372933	11.3626887
249492665	54.7616436	11.8696702
249499971	54.6962952	11.7279671
250360177	55.5689096	12.2811610
250666512	56.1908417	10.6720169
250666513	56.3113756	10.1345888
250679955	57.5341182	10.4197040
